;;;Kraftr‰der;;;;;Personenkraftwagen ;;;;;;;;;;;;"Kraftomni-
busse";Lastkraftwagen ;;;;;;;;;Zugmaschinen;;;;"Sonstige
Kfz";"Nutzfahr-
zeuge
insgesamt
";Kraftfahrzeuge;;"Kraftfahrzeug-
anh‰nger"
;;15089 SALZLANDKREIS;9.846;9.559;80;207;1.201;105.083;42.713;50.920;10.122;1.328;1.988;11.535;1.110;54;7.727;39.827;568;200;9.837;4.197;4.529;141;354;139;157;317;3;3.809;792;2.874;143;874;14.720;129.649;701;23.229
;;15090 STENDAL;5.631;5.420;28;183;704;63.934;23.210;32.897;6.874;953;1.137;7.863;864;63;5.758;24.214;583;224;7.737;3.632;3.364;108;213;52;120;244;4;4.208;332;3.680;196;819;12.988;82.553;753;20.666
;;15091 WITTENBERG;7.864;7.607;57;200;933;75.900;30.220;36.614;8.070;996;1.446;9.021;1.109;29;5.848;29.351;616;112;8.227;3.446;3.808;148;278;130;217;198;2;3.937;538;3.084;315;731;13.007;96.771;785;24.028
SACHSEN-ANHALT INSGESAMT;;;110.232;106.756;812;2.664;13.058;1.223.609;487.590;594.044;122.482;19.493;23.045;144.927;15.087;834;107.682;461.212;561;2.362;122.447;52.021;56.054;2.041;4.105;1.761;2.706;3.710;49;50.770;8.525;39.361;2.884;12.191;187.770;1.521.611;698;281.793
SCHLESWIG-HOLSTEIN;;01001 FLENSBURG,STADT;3.080;3.026;23;31;419;46.003;17.090;20.597;6.571;1.745;1.715;5.173;1.780;36;6.848;15.639;496;101;3.227;1.339;1.496;63;87;29;32;180;1;742;426;295;21;256;4.326;53.409;576;6.124
;;01002 KIEL,STADT;8.740;8.589;77;74;1.225;111.567;45.315;48.449;14.170;3.633;3.887;10.470;4.248;115;16.504;39.120;448;968;8.928;4.038;3.868;89;249;119;359;204;2;933;226;652;55;1.040;11.869;132.176;531;11.670
;;01003 LUEBECK,STADT;8.888;8.724;87;77;1.274;102.826;40.892;46.221;12.653;3.060;4.255;10.999;2.903;90;13.313;36.594;469;228;8.208;3.359;3.915;119;228;105;155;326;1;1.699;882;729;88;797;10.932;122.646;560;15.405
;;01004 NEUMUENSTER,STADT;3.571;3.479;50;42;481;44.336;16.916;20.169;5.726;1.525;1.888;4.658;1.072;26;6.207;15.383;553;68;4.080;1.249;2.150;59;137;74;77;334;-;819;391;374;54;403;5.370;53.277;664;7.707
;;01051 DITHMARSCHEN;8.614;8.272;75;267;1.311;84.813;29.827;39.395;13.196;2.395;3.476;10.255;2.676;247;5.708;31.188;625;102;7.465;2.888;3.929;43;187;51;101;260;6;8.592;1.177;6.485;930;933;17.092;110.519;815;26.061
;;01053 HERZOGTUM LAUENBURG;12.227;11.894;146;187;1.775;123.649;44.400;56.663;18.411;4.175;6.107;15.769;3.627;61;8.011;46.869;604;87;9.772;3.848;4.671;88;332;188;130;511;4;5.289;575;4.086;628;990;16.138;152.014;742;26.799
;;01054 NORDFRIESLAND;10.202;9.831;82;289;1.386;108.508;35.863;48.060;19.715;4.870;5.079;15.631;4.764;59;8.975;39.754;638;266;12.311;4.521;6.898;86;237;92;144;330;3;9.031;325;7.735;971;1.948;23.556;142.266;837;33.208
;;01055 OSTHOLSTEIN;13.952;13.532;151;269;2.001;132.442;51.081;58.209;19.256;3.896;7.130;16.842;4.626;81;9.402;51.586;648;72;10.176;4.187;5.090;90;259;87;197;261;5;6.111;574;4.756;781;1.098;17.457;163.851;802;28.773
;;01056 PINNEBERG;16.770;16.415;178;177;2.382;182.681;69.671;79.859;26.967;6.184;9.552;22.383;5.864;9;17.173;67.890;564;91;15.762;5.653;7.715;159;529;580;691;429;6;5.427;485;4.354;588;1.023;22.303;221.754;684;28.872
;;01057 PLOEN;8.421;8.196;61;164;1.215;83.626;32.196;36.497;12.001;2.932;3.874;9.632;3.506;31;5.341;32.617;637;152;6.398;2.436;3.445;58;137;57;97;168;-;4.584;283;3.713;588;721;11.855;103.902;791;18.816
;;01058 RENDSBURG-ECKERNFOERDE;17.426;16.857;185;384;2.413;180.841;64.593;82.839;26.575;6.834;8.056;21.187;6.994;13;13.222;67.794;646;132;15.142;5.253;8.301;219;453;159;238;515;4;11.076;644;9.058;1.374;1.651;28.001;226.268;808;42.624
;;01059 SCHLESWIG-FLENSBURG;13.498;13.033;87;378;1.883;135.082;45.291;62.642;22.290;4.859;5.841;16.635;5.923;56;9.718;49.913;655;182;11.692;4.768;5.867;93;280;96;181;402;5;11.052;1.220;8.608;1.224;1.204;24.130;172.710;837;40.956
;;01060 SEGEBERG;17.511;16.994;191;326;2.538;176.481;64.977;79.604;25.763;6.137;8.706;22.562;5.668;14;18.044;65.912;615;66;14.233;5.178;7.369;230;582;171;202;498;3;7.240;884;5.572;784;1.290;22.829;216.821;755;34.683
;;01061 STEINBURG;9.314;8.954;87;273;1.338;84.398;31.798;37.812;12.122;2.666;3.529;9.288;2.812;15;6.317;30.504;634;96;6.785;2.506;3.480;74;169;57;126;372;1;5.620;368;4.724;528;669;13.170;106.882;803;21.207
;;01062 STORMARN;14.329;14.027;135;167;1.998;156.765;55.426;71.578;23.686;6.075;8.977;21.009;4.622;77;18.707;57.092;631;37;14.140;4.704;7.692;154;688;229;261;405;7;4.802;904;3.391;507;1.517;20.496;191.590;772;26.199
SCHLESWIG-HOLSTEIN INSGESAMT;;;166.543;161.823;1.615;3.105;23.639;1.754.018;645.336;788.594;259.102;60.986;82.072;212.493;61.085;930;163.490;647.855;591;2.648;148.319;55.927;75.886;1.624;4.554;2.094;2.991;5.195;48;83.017;9.364;64.532;9.121;15.540;249.524;2.170.085;732;369.104
THUERINGEN;;16051 ERFURT, STADT;8.449;8.256;83;110;1.074;98.641;37.733;47.594;10.598;2.716;2.214;13.587;1.517;93;12.984;33.578;457;81;9.581;3.911;4.364;219;395;131;227;332;2;1.424;308;1.044;72;1.422;12.508;119.598;555;12.390
;;16052 GERA, STADT;3.105;3.020;26;59;363;46.023;18.992;21.691;4.560;780;947;5.986;593;29;4.270;16.791;485;73;3.654;1.491;1.763;93;118;49;84;55;1;826;70;665;91;258;4.811;53.939;569;5.963
;;16053 JENA, STADT;3.366;3.303;21;42;404;44.908;16.852;22.441;4.437;1.178;746;6.417;793;20;5.576;15.048;405;70;3.215;1.525;1.300;79;121;79;63;47;1;576;40;493;43;277;4.138;52.412;473;4.656
;;16054 SUHL, STADT;1.820;1.776;15;29;177;19.459;7.997;9.111;1.990;361;403;4.048;314;9;1.625;7.207;526;44;1.646;616;858;32;56;24;28;32;-;473;28;414;31;130;2.293;23.572;637;3.074
;;16055 WEIMAR, STADT;2.327;2.281;20;26;279;30.393;12.113;14.319;3.090;871;711;3.857;520;16;3.610;11.121;463;47;2.229;932;1.095;46;71;29;34;22;-;373;24;315;34;178;2.827;35.547;542;3.534
;;16061 EICHSFELD;6.570;6.216;36;318;676;65.066;23.833;32.461;7.167;1.605;1.284;9.899;913;21;4.366;22.640;629;113;8.593;3.327;4.041;202;368;141;193;311;10;5.387;671;4.165;551;646;14.739;86.375;835;16.822
;;16062 NORDHAUSEN;4.305;4.154;21;130;496;47.415;18.698;23.090;4.882;745;1.028;6.729;634;24;3.997;17.535;577;93;4.182;1.629;2.024;131;160;49;68;119;2;2.734;207;2.382;145;513;7.522;59.242;721;11.519
;;16063 WARTBURGKREIS;9.516;9.080;75;361;999;95.517;37.765;45.935;10.261;1.556;2.035;15.503;1.719;42;6.915;35.100;600;193;8.498;3.232;4.161;198;336;101;121;343;6;6.179;388;5.050;741;814;15.684;120.717;758;21.808
;;16064 UNSTRUT-HAINICH-KREIS;5.223;4.985;37;201;588;53.962;20.561;26.488;5.822;1.091;1.168;7.624;808;28;3.777;19.324;549;128;7.031;3.058;3.071;133;260;87;163;255;4;3.562;332;2.872;358;558;11.279;70.464;717;14.066
;;16065 KYFFHAEUSERKREIS;4.861;4.601;29;231;551;44.157;17.747;21.671;4.205;534;730;5.845;514;9;2.859;16.474;603;89;4.212;1.810;1.932;120;159;43;66;81;1;3.540;139;3.122;279;461;8.302;57.320;783;10.837
;;16066 SCHMALKALDEN-MEININGEN;7.944;7.654;57;233;831;76.248;29.276;37.769;7.997;1.206;1.519;15.166;1.238;30;5.849;28.597;619;161;8.318;3.021;4.033;216;403;180;169;296;-;5.114;310;4.159;645;717;14.310;98.502;799;18.450
;;16067 GOTHA;7.178;6.911;70;197;796;76.725;29.521;37.592;8.164;1.448;1.748;11.638;1.279;35;6.051;28.859;571;134;8.071;3.148;3.696;256;345;89;193;341;3;3.594;287;2.975;332;747;12.546;96.449;717;17.399
;;16068 SOEMMERDA;4.336;4.096;42;198;493;40.754;16.096;19.811;4.184;663;757;5.237;545;27;2.691;15.368;587;74;4.890;1.963;2.283;111;206;81;79;165;2;2.788;151;2.411;226;423;8.175;53.265;767;10.758
;;16069 HILDBURGHAUSEN;4.266;4.094;37;135;422;39.021;15.074;19.600;3.738;609;659;7.022;551;10;2.065;15.196;636;85;4.245;1.642;2.029;118;199;66;95;95;1;3.695;87;3.037;571;360;8.385;51.672;843;11.508
;;16070 ILM-KREIS;5.918;5.751;34;133;738;58.999;23.313;28.290;6.128;1.268;1.050;10.244;874;26;4.576;21.758;553;97;5.831;2.323;2.863;129;203;61;90;159;3;2.911;249;2.419;243;499;9.338;74.255;695;12.506
;;16071 WEIMARER-LAND;5.501;5.313;40;148;600;49.550;19.797;23.644;5.128;981;1.007;7.035;779;15;3.192;19.050;598;116;6.272;2.464;2.989;158;251;131;118;159;2;3.581;142;3.087;352;453;10.422;65.473;790;12.249
;;16072 SONNEBERG;3.718;3.624;14;80;457;34.534;14.886;15.942;3.221;485;599;7.463;334;3;2.204;13.313;612;69;2.989;1.160;1.440;69;131;48;47;94;-;1.970;116;1.524;330;259;5.287;43.539;772;7.314
;;16073 SAALFELD-RUDOLSTADT;6.678;6.443;44;191;712;59.933;25.147;28.122;5.710;954;1.023;10.810;833;27;3.766;22.347;593;237;6.651;2.574;3.334;183;220;76;95;167;2;4.758;158;3.891;709;536;12.182;78.793;780;15.037
;;16074 SAALE-HOLZLANDKREIS;5.295;5.142;26;127;577;49.905;19.909;23.900;5.157;939;872;7.481;800;31;3.491;19.238;597;114;5.654;2.301;2.587;140;229;74;142;180;1;4.394;240;3.568;586;518;10.680;65.880;788;12.862
;;16075 SAALE-ORLA-KREIS;5.519;5.338;22;159;580;50.099;20.846;23.998;4.631;624;810;7.971;608;22;4.231;18.965;637;15;6.053;2.330;2.871;151;233;81;130;256;1;5.690;342;4.441;907;516;12.274;67.892;864;16.716
;;16076 GREIZ;6.459;6.236;36;187;697;59.981;24.814;28.259;6.062;846;1.237;8.888;872;17;4.317;23.245;628;113;7.430;2.903;3.409;189;294;125;225;283;2;4.427;287;3.675;465;691;12.661;79.101;828;15.250
;;16077 ALTENBURGER LAND;5.516;5.398;35;83;585;51.313;21.646;24.156;4.853;658;940;5.580;567;18;3.717;19.212;579;92;5.079;2.100;2.201;160;231;82;124;178;3;1.908;262;1.545;101;457;7.536;64.365;726;11.307
TH‹RINGEN INSGESAMT;;;117.870;113.672;820;3.378;13.095;1.192.603;472.616;575.884;121.985;22.118;23.487;184.030;17.605;552;96.129;439.966;562;2.238;124.324;49.460;58.344;3.133;4.989;1.827;2.554;3.970;47;69.904;4.838;57.254;7.812;11.433;207.899;1.518.372;715;266.025
SONSTIGE;;;4.305;4.253;22;30;7;47.687;12.135;25.762;7.863;1.927;1.875;8.460;749;54;5.833;266;-;77;1.544;399;937;39;39;21;61;47;1;656;25;409;222;10.613;12.890;64.882;-;7.418
DEUTSCHLAND INSGESAMT;;;5.059.248;4.906.545;62.972;89.731;688.438;49.339.166;17.710.887;23.322.615;6.645.093;1.660.571;2.180.906;7.037.681;981.010;23.687;5.711.111;17.102.558;583;85.559;3.827.663;1.368.838;1.935.977;52.100;163.819;62.499;86.605;156.307;1.518;2.429.006;226.103;1.800.069;402.834;357.301;6.699.529;61.097.943;722;8.557.884
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hinweis zu ÑHubraum unbekanntì: Einschlieﬂlich Fahrzeuge mit Rotationskolbenmotor und Elektromotor.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
© Kraftfahrt-Bundesamt, Flensburg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
